ID,Partner.Country,Reporting.Country,Product,X1990,X1991,X1992,X1993,X1994,X1995,X1996,X1997,X1998,X1999,X2000,X2001,X2002,X2003,X2004,X2005,X2006,X2007,X2008,X2009,X2010,X2011,X2012,X2013,X2014,X2015
1863,Cote d Ivoire,Malaysia,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4,2.6,0.8,0,0,0,0,0
1864,Cote d Ivoire,Malaysia,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,1.8,0,0,0,0,3.2,0,3.4
1865,Cote d Ivoire,Indonesia,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.6,206.6,185.2,117.6,311.8,97.6,69.6
1866,Cote d Ivoire,Indonesia,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.8,72.2,152.8,364.2,425.2,602.2,360
1867,Cote d Ivoire,Indonesia,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.2,111,7.6,8.2,5,20,3.2
1868,Cote d Ivoire,India,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.6,160.4,0,0,25
1869,Cote d Ivoire,India,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8,0,100.6,7.8,84,70.4,43.8,41.8,8,0
1870,Cote d Ivoire,India,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.4,0,46.8,5.2,7.4,120.4,0
1871,Cote d Ivoire,China,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.6,0,0,4,0.8,26.8,1.4,64.8,0,20.4
1872,Cote d Ivoire,China,Giant Rubber Band,16,16.2,16.2,16,16.2,16.4,15.4,17,16.8,12.6,21.4,16.2,0,48.4,0,38.4,0,4.4,62.8,116.2,32.2,76.4,107,224.2,104.8,45.2
1873,Cote d Ivoire,China,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6,0,134.4,27.6,18,14.4,60.4,61.2,278.2,0,0
1874,Egypt,Thailand,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527,958.2,626.4,1096.2,1160.8,835.2,994.6,551.8,144.4,6.2
1875,Egypt,Thailand,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.6,47.2,141.4,161.2,570.6,709.8,40,0,0,7,0
1876,Egypt,Thailand,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367.8,0,0,0,0,0,0,0,0
1877,Egypt,Taiwan,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.8,32.2,6.6,19.6,12.8,0
1878,Egypt,Taiwan,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5.8,0
1879,Egypt,South Korea,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1880,Egypt,South Korea,Giant Rubber Band,15.2,15.2,15.4,15.4,15,15.8,15.2,14,18,13.6,10.2,30.6,0,0,91.6,97.6,0,223.4,0,0,0,2,13.2,0,0,0
1881,Egypt,South Korea,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0.2,2.2,0,0,0,0
1882,Egypt,Singapore,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,951.2,303.8,571.6,131.2
1883,Egypt,Singapore,Giant Rubber Band,1.2,1.2,1.4,1.2,1.2,1.4,1.2,1.2,1.6,1.2,0.8,2.6,0,0,7.8,9.4,15.2,0,0,0,0,0,0,0,0,0
1884,Egypt,Singapore,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,0,0,921.2,27,0,0,0
1885,Egypt,Malaysia,Giant Rubber Band,131.8,132,131.2,132.4,132.2,129.2,136,131.2,120.4,156.2,117.2,87.8,263.6,0,0,0,0,0,746,313,238.2,100.8,0,0,0,0
1886,Egypt,Malaysia,Glue,867.8,867,866.6,869.4,865.2,865.4,877.6,852.2,866.4,914.4,775.8,909.2,1058,360.6,1308.8,808.4,0,0,23.8,337.8,20,0,0,0,0,0
1887,Egypt,Japan,Giant Rubber Band,1165.4,1166.2,1165,1165.2,1168.2,1161.4,1165.8,1177.6,1141,1178.4,1213.6,1030.8,1291,1319,482.6,341.6,453.8,812.2,588,193.4,251,29.8,0,0,0,142.4
1888,Egypt,Japan,Glue,3.2,3.2,3.2,3.4,3.2,3.2,3.4,3.2,3.2,3.6,2.8,3.4,4.8,0,5.2,0,0,44,0,0,0,0,0,0,0,0
1889,Egypt,Indonesia,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1643.2,1836.2,2954.2,5485.4,3589.6,4648.4,2591.2
1890,Egypt,Indonesia,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2150.8,2479.2,2455.6,2864.4,1583,1614.4,1064.4
1891,Egypt,Indonesia,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,943,108.4,340,268.6,184.6,2842.6
1892,Egypt,India,Smoke Screen Bomb,6.8,6.8,7,6.8,6.8,7,6.8,6.2,8.2,6.2,4.6,13.8,0,0,41.2,0,0,0,6.2,92.4,91,53.8,150.6,11,231.6,350.8
1893,Egypt,India,Giant Rubber Band,8.4,8.4,8.4,8.4,8.2,8.6,8.4,7.6,10,7.4,5.6,16.8,0,0,50.4,0,50,247,83.2,321.8,595.6,392.6,271.2,33.6,53,395.8
1894,Egypt,India,Glue,110.8,110.8,111.4,110.4,110.8,113,107.2,112.2,119.6,89.6,127.6,141.4,0,241.2,183.2,55.2,57.4,0,251.4,331.2,151,89.6,378.2,95.2,119.6,203.4
1895,Egypt,Hong Kong,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1896,Egypt,China,Smoke Screen Bomb,29.6,29.6,29.4,29.6,29.6,29,30.4,29.4,27,35,26.2,19.6,59,0,0,29.6,41.6,89.6,9.8,202.2,247.2,61.6,56.8,4,2.6,5.4
1897,Egypt,China,Giant Rubber Band,493,493.6,493.6,492,495,493.6,487.2,504.2,489.6,468,555,445.8,403.2,815.8,118.8,375.8,827.6,0,627.6,79.2,1181,1164,3036.2,724.4,427.4,260
1898,Egypt,China,Glue,33.2,33.4,33.4,33,33.6,33.8,31.8,35,34.6,26,44.4,33.4,0,100,0,356.4,887.8,0,720.6,566.8,0,285,51.8,111.4,24.6,1.2
1899,Ethiopia,Thailand,Smoke Screen Bomb,3.2,3.2,3.2,3.2,3.2,3,3.2,3.2,2.8,3.8,2.8,2,6.2,0,0,6.2,7.2,0,25.2,242.8,300.4,402.4,480,429.8,711.4,540.8
1900,Ethiopia,Thailand,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,35.2,0,0,0,0,13.4,3.8
1901,Ethiopia,Thailand,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0.2,0,0,0,0,0
1902,Ethiopia,South Korea,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.4,0,0,0,0,0,0
1903,Ethiopia,Singapore,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,61
1904,Ethiopia,Singapore,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
1905,Ethiopia,Singapore,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1906,Ethiopia,Malaysia,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0
1907,Ethiopia,Malaysia,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
1908,Ethiopia,Indonesia,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8,14.8,646.6,625,859,1020.6
1909,Ethiopia,Indonesia,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.6,0,0,16.6,40.6,58.6,10
1910,Ethiopia,Indonesia,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.8,438.6,190
1911,Ethiopia,India,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,44.6,0,0,0,7.4,19,50.8,517.4,706.8,523,851
1912,Ethiopia,India,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,30,80.6,67,0,0,89.6,100.2,154.2,154.2,467
1913,Ethiopia,India,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,124.2,183,219,12,56,0,67.6,19.2,0,105.8
1914,Ethiopia,Hong Kong,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1915,Ethiopia,China,Smoke Screen Bomb,3,3,3,3,3,3,3,2.8,3.6,2.6,2,6,0,0,17.8,0,17.2,0,15.4,74.8,11.8,9.4,121.2,173,33.2,42.8
1916,Ethiopia,China,Giant Rubber Band,77.2,77.2,77,77.2,77.4,76.6,77.8,77.8,74.4,80.8,78.2,64.4,100,70.2,23,0,100,18.6,47.8,297.8,94.8,64.6,102.6,101,263.2,28
1917,Ethiopia,China,Glue,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.6,2,1.6,1.2,3.6,0,0,10.6,3,152,0,16.6,168,11.8,0,0,284.2,48.4,12
1918,Gabon,Thailand,Smoke Screen Bomb,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3,3.4,0,0,0,0,0,14.2,29.2,79.2,41.4,34
1919,Gabon,Thailand,Giant Rubber Band,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1,1.6,1.2,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0
1920,Gabon,Singapore,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1921,Gabon,Singapore,Giant Rubber Band,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.8,0.6,0.4,1.2,0,0,3.6,0,0,3.8,0.4,18.6,15,0,0,0,0,0
1922,Gabon,Malaysia,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
1923,Gabon,Indonesia,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.6,41.6,53,37.6,93,41.8,19.4
1924,Gabon,Indonesia,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,3.8,4,8,4,4.2
1925,Gabon,Indonesia,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,22.2,25.4,0,0,0,0
1926,Gabon,India,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6
1927,Gabon,Hong Kong,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.8,0,0.2,0
1928,Gabon,China,Smoke Screen Bomb,6.2,6.2,6.2,6.2,6,6.4,6.2,5.6,7.2,5.4,4,12.2,0,0,36.8,40.4,29.4,30,38.2,23.4,16,18.8,15.6,47.2,4,5
1929,Gabon,China,Giant Rubber Band,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.8,0.6,0.4,1.2,0,0,3.6,0,7.4,0,6.8,3.4,0,0,3.6,2,0,0
1930,Gabon,China,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0,0,0,1.8
1931,Gambia,Thailand,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.6,35.6,28.8,18,28.4,47.6,83.2,7.2,66.6,187.6,71.4
1932,Gambia,Thailand,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,0,3.4,0,3.6,0,12.4,4.2,0
1933,Gambia,Malaysia,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
1934,Gambia,Indonesia,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,22.8,34.2,45.4,52.8,46.8,4.2
1935,Gambia,Indonesia,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.4,12,0,3.6,13.6,22.2,1
1936,Gambia,Indonesia,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,7.6,3.8,0,0,0
1937,Gambia,India,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,0,0,0,0,0,0,0,0,0
1938,Gambia,India,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7.8,0,0,0
1939,Gambia,Hong Kong,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0
1940,Gambia,China,Smoke Screen Bomb,1.2,1.2,1.2,1.2,1.2,1.4,1.2,1.4,1.4,1,1.8,1.2,0,3.8,0,0,4,0,3.8,0,0,16,12,19.8,19.6,0.2
1941,Gambia,China,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,4.8,0,3.8,0
1942,Gambia,China,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8,0,4,0.4,0,4.6,0,0,0
1943,Ghana,Thailand,Smoke Screen Bomb,1,1,1,1,1,1,1,1,1,0.8,1.4,1,0,3.2,0,0,36,7.2,54.6,87.6,18,68.6,72.8,76,197,456
1944,Ghana,Thailand,Giant Rubber Band,23.4,23.4,23.6,23.2,23.4,23.8,22.6,24,24.6,19.2,28.2,26.4,3.4,54.8,21,0,0,14.4,42.8,77.8,0,0,0,0,0,7.8
1945,Ghana,Thailand,Glue,6.4,6.4,6.4,6.4,6.4,6.4,6.2,6.8,6.6,5,8.6,6.4,0,19.2,0,0,0,7.2,0,0,0,0,0,0,0,0
1946,Ghana,South Korea,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1947,Ghana,South Korea,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1948,Ghana,Singapore,Smoke Screen Bomb,4.4,4.4,4.4,4.4,4.4,4.6,4.2,4.6,4.6,3.4,6,4.4,0,13.4,0,0,0,0,0,0,0,0,728.8,784.6,353.2,265.2
1949,Ghana,Singapore,Giant Rubber Band,6.8,6.8,6.8,6.8,6.8,6.8,6.6,7,6.8,6,8.2,6.2,3.6,15.2,0,60,0,48.2,174.4,200.2,60.2,0,0,36.8,0,83.2
1950,Ghana,Singapore,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,597.2,31.6,0,0,0
1951,Ghana,Malaysia,Smoke Screen Bomb,4,4,4,4,4,4,3.8,4,4.2,3.2,4.4,5.2,0,8,7.8,79.4,228.8,0,0,0,0,0,0,0,0,0
1952,Ghana,Malaysia,Giant Rubber Band,2.6,2.6,2.6,2.6,2.6,2.8,2.6,2.4,3.2,2.4,1.8,5.2,0,0,15.8,16.6,85.8,0,8,43.8,0,0,0,0,8,0
1953,Ghana,Malaysia,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.6,20.6,30.4,72,0.8,365.4,19.6,189.8,121.4
1954,Ghana,Indonesia,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,627.8,499.4,1238.8,1475.2,1078,1059
1955,Ghana,Indonesia,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,631.8,653.2,929.8,1040,1011.2,422.6,958.8
1956,Ghana,Indonesia,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524.8,116.8,50.4,13.2,3,54.2,146.6
1957,Ghana,India,Smoke Screen Bomb,6.6,6.4,6.6,6.6,6.4,6.8,6.4,6,7.8,5.8,4.4,13,0,0,39,35.8,0,0,22.8,57.6,130,1.8,167.4,67.8,54.2,145.4
1958,Ghana,India,Giant Rubber Band,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3,3.8,2.8,2.2,6.4,0,0,19.2,191.4,94.8,35.6,196.8,158.6,383.4,1161,849.8,1020.8,501,1092
1959,Ghana,India,Glue,8.2,8.2,8.4,8.4,8.2,8.6,8.2,7.6,9.8,7.4,5.6,16.6,0,0,49.6,24,58.8,0,138.2,80.6,36.2,79.8,39.2,12.2,38.2,129.4
1960,Ghana,China,Smoke Screen Bomb,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.8,0.6,0.4,1.4,0,0,0,0,36.8,16.4,45,34.4,98.2,37,93.6,26.6,29
1961,Ghana,China,Giant Rubber Band,20.2,20.2,20.2,20,20.2,20.6,19.6,20.2,22,16.6,21.8,27.8,0,37.4,46.2,96.2,211,13.6,27.2,200.2,361.6,304.2,636.8,411,205.8,308.8
1962,Ghana,China,Glue,19.6,19.4,19.6,19.6,19.2,20.2,19.4,18.2,22.8,17.2,14.4,37,0,6,105.2,267.8,167.8,24.2,1.8,40.2,22.6,173.8,3.4,16,91.2,28.8
1963,Guinea,Thailand,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,10.8,25.2,28.8,36.4,29,48.8,18.8,44.8
1964,Guinea,Thailand,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3.4
1965,Guinea,Thailand,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0
1966,Guinea,Singapore,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,11,48.2,100.4,3.6,0,0,0,0
1967,Guinea,Malaysia,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0
1968,Guinea,Indonesia,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,104,152.8,149.6,213.2,249.6,86.6
1969,Guinea,Indonesia,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,0,0,0,6.4,3.8,0
1970,Guinea,Indonesia,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,86,61.6,0,0,10.4,0
1971,Guinea,India,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,0,0,0,0,0,0,0,8,15,33.4
1972,Guinea,India,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,0,0,0,0
1973,Guinea,India,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,0,0,0,0,7.2,0,0,0,0,0
1974,Guinea,China,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4,8.6,0,14.8,0,12.2,15.6,49.2,16.2,12.6
1975,Guinea,China,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,0,0,2.2,16.2,6.8,3.2,0,17.2
1976,Guinea,China,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2,3.6,0,2.8,2.8
1977,Guyana,Thailand,Smoke Screen Bomb,4.8,4.8,4.8,4.8,4.6,4.8,4.8,4.6,5,4.6,4.2,6.2,3.2,3.2,12.6,7.2,10.8,14.4,7.2,10.8,25.2,14.4,36,39.6,32.4,21.6
1978,Guyana,Thailand,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,0,0,0,0,0,0,0,0
1979,Guyana,Taiwan,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0.4,2.4,0,0,0,0,0.6
1980,Guyana,Indonesia,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,18.6,3.8,10.8,35.6,7.4,0
1981,Guyana,Indonesia,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2,0,0,0,0,0,0
1982,Guyana,Indonesia,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,5,0,0,0,0
1983,Guyana,India,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,12,8,12
1984,Guyana,India,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
1985,Guyana,India,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.8,0,0,0
1986,Guyana,China,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,7.8,0,0,0,3.6,0,0.2
1987,Guyana,China,Giant Rubber Band,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1,1.8,1.4,0,4,0,0,0,0,0,0.6,0,0,0,0,0,0
1988,Guyana,China,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0
1989,Kenya,Thailand,Smoke Screen Bomb,33.8,33.8,33.8,33.8,33.8,33.8,33.4,34,34.2,32.4,35.2,35,26.8,44,34.2,123.6,190.4,143.8,158,122.8,48.6,104,227.2,186.8,270.8,56.2
1990,Kenya,Thailand,Giant Rubber Band,21.2,21.2,21.2,21,21.2,21.4,20.2,22,22.2,16.6,26.8,23.2,0,57.4,12.2,0,2.8,21.6,0,0,42.2,0,0,0,72.8,52.6
1991,Kenya,Thailand,Glue,23.8,24,24,23.8,24,24.2,23,24.8,25.2,19,30,26.8,0,63.2,17.2,0,0,36,87.6,0,188,75.8,0,96.6,151.8,404
1992,Kenya,Taiwan,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0
1993,Kenya,Taiwan,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.4,0
1994,Kenya,Sri Lanka,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,Kenya,Sri Lanka,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0
1996,Kenya,South Korea,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,4.6,9.2,0,0,0,0,0,0,0,0
1997,Kenya,South Korea,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0
1998,Kenya,South Korea,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.8,0,0,0
1999,Kenya,Singapore,Smoke Screen Bomb,1.2,1.2,1.2,1.2,1.2,1.2,1,1.2,1.2,0.8,1.6,1.2,0,3.4,0,0,0,0,0,0,0,19,243.2,290.4,307.6,258
2000,Kenya,Singapore,Giant Rubber Band,8.4,8.2,8.2,8.4,8.2,8.2,8.4,8.2,8.2,8.8,7.6,7.8,11.2,3.8,8.6,32.8,23.2,14.8,14.8,66.8,30,0,0,34.2,9.2,0
2001,Kenya,Singapore,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.4,0,0,0,0
2002,Kenya,Malaysia,Smoke Screen Bomb,6.6,6.6,6.6,6.6,6.6,6.6,6.4,6.8,7,5.2,8.4,7,0,18.4,2.8,2.2,0,0,1,0,0,0,0,0,0,0
2003,Kenya,Malaysia,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.2,16,11.8,24,4,8,0
2004,Kenya,Malaysia,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.8,68.8,38.8,434.6,356.2,64.8,124.2
2005,Kenya,Indonesia,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297.2,439.6,736.2,1376.4,1148.6,1666,1020.6
2006,Kenya,Indonesia,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547.6,688.6,445.8,377,412.8,364.2,299.4
2007,Kenya,Indonesia,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.4,274.8,40.8,279.6,844,781.6,2125.2
2008,Kenya,India,Smoke Screen Bomb,2.2,2.2,2.2,2,2.2,2.2,2,2.2,2.2,1.6,2.8,2.2,0,6.4,0,3.8,0,8.2,154,237.4,156,298.2,725.8,711.8,693,1819.6
2009,Kenya,India,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.6,239.8,13.8,338.6,181.4,468.4,1418.2,841.6,573,408.2,947
2010,Kenya,India,Glue,4.6,4.4,4.6,4.6,4.4,4.6,4.4,4.2,5.4,4,3,9,0,0,27,198.6,18.6,10.2,186.8,233.2,922,3027.6,1968.4,2066,2815.4,3039.6
2011,Kenya,Hong Kong,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.6,0
2012,Kenya,China,Smoke Screen Bomb,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0,1.2,0,13.4,0,0,0,53.4,20,137.2,174.2,176.2,90.4,193.8
2013,Kenya,China,Giant Rubber Band,5.8,5.8,5.8,5.8,5.8,6,5.6,6.2,6,4.6,7.8,5.8,0,17.6,0,49.8,9.8,14.2,270.2,407,176.6,471.2,262.2,689.6,542.6,380.2
2014,Kenya,China,Glue,37.2,37.2,37.4,37,37.4,37.8,35.6,39,38.6,29,49.6,37.2,0,111.6,0,150.6,132.4,159.4,216.2,321,315,1172.8,709.8,971.6,633.8,612
2015,Lesotho,Taiwan,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0
2016,Lesotho,Taiwan,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Lesotho,Taiwan,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8,0
